ID,Education,JoiningYear,City,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Salary,Department,Age_Group
1142,Bachelors,2012,New Delhi,1,27,Female,5,0,95724,IT,26-35
1143,Bachelors,2017,New Delhi,2,27,Male,5,0,60556,HR,26-35
1144,Bachelors,2014,Bangalore,3,24,Male,2,0,49195,Sales,18-25
1145,Bachelors,2013,Pune,3,27,Male,5,0,47661,Sales,26-35
1146,Bachelors,2015,Bangalore,3,27,Female,5,0,41743,Sales,26-35
1147,Bachelors,2017,Bangalore,3,27,Male,5,0,43753,Sales,26-35
1148,Masters,2012,New Delhi,3,24,Male,2,0,55287,Sales,18-25
1149,Bachelors,2013,New Delhi,2,25,Female,3,1,60096,HR,26-35
1150,Bachelors,2017,Bangalore,3,25,Male,3,0,49959,Sales,26-35
1151,Bachelors,2018,Bangalore,3,25,Male,3,1,45755,Sales,26-35
1152,Masters,2013,Pune,3,25,Male,3,1,57051,Sales,26-35
1153,Bachelors,2013,Pune,3,24,Female,2,0,41153,Sales,18-25
1154,Bachelors,2015,Pune,3,24,Female,2,1,45397,Sales,18-25
1155,Bachelors,2014,Bangalore,3,24,Male,2,0,44100,Sales,18-25
1156,Masters,2012,New Delhi,3,26,Female,4,1,50236,Sales,26-35
1157,Bachelors,2015,Pune,3,25,Male,3,0,44099,Sales,26-35
1158,Bachelors,2017,New Delhi,2,26,Female,4,0,63385,HR,26-35
1159,Bachelors,2013,Bangalore,3,28,Male,3,0,47142,Sales,26-35
1160,Bachelors,2016,Pune,2,28,Female,0,1,63455,HR,26-35
1161,Bachelors,2012,New Delhi,3,24,Male,2,0,43615,Sales,18-25
1162,Bachelors,2015,New Delhi,3,28,Male,1,0,48243,Sales,26-35
1163,Bachelors,2017,Bangalore,1,24,Male,2,0,80891,IT,18-25
1164,Masters,2017,Pune,2,28,Female,4,0,73995,HR,26-35
1165,Bachelors,2017,Pune,3,24,Male,2,0,47960,Sales,18-25
1166,Bachelors,2016,Bangalore,3,27,Female,5,0,40266,Sales,26-35
1167,Bachelors,2015,Pune,3,28,Male,2,0,46052,Sales,26-35
1168,Bachelors,2016,Bangalore,3,28,Female,5,0,48063,Sales,26-35
1169,Bachelors,2018,Bangalore,3,25,Male,3,1,46929,Sales,26-35
1170,Bachelors,2015,Bangalore,3,28,Female,5,0,47901,Sales,26-35
1171,Bachelors,2014,Bangalore,3,27,Male,5,1,48188,Sales,26-35
1172,Bachelors,2013,Bangalore,3,26,Male,4,0,44262,Sales,26-35
1173,Bachelors,2015,Bangalore,1,24,Male,2,0,85319,IT,18-25
1174,Bachelors,2012,Bangalore,3,27,Female,5,0,45124,Sales,26-35
1175,Bachelors,2012,Bangalore,3,25,Male,3,1,43512,Sales,26-35
1176,Bachelors,2015,Pune,3,28,Female,4,1,42237,Sales,26-35
1177,Masters,2017,Bangalore,2,24,Female,2,1,74902,HR,18-25
1178,Bachelors,2014,Bangalore,3,28,Male,2,0,43991,Sales,26-35
1179,Masters,2017,Pune,2,24,Female,2,1,70828,HR,18-25
1180,Bachelors,2014,New Delhi,3,26,Female,4,1,46318,Sales,26-35
1181,Bachelors,2015,Pune,2,28,Female,3,1,67729,HR,26-35
1182,Masters,2013,Pune,2,28,Male,5,1,70570,HR,26-35
1183,Bachelors,2013,New Delhi,1,28,Female,5,1,98710,IT,26-35
1184,Bachelors,2015,Pune,2,26,Female,4,1,63538,HR,26-35
1185,Masters,2015,New Delhi,3,28,Male,2,0,51822,Sales,26-35
1186,Bachelors,2013,Bangalore,3,27,Male,5,0,40326,Sales,26-35
1187,Bachelors,2018,Bangalore,3,28,Male,2,1,48869,Sales,26-35
1188,Bachelors,2012,Pune,3,28,Male,2,0,45553,Sales,26-35
1189,Bachelors,2014,Pune,3,27,Female,5,1,45458,Sales,26-35
1190,Masters,2018,New Delhi,3,24,Male,2,1,59595,Sales,18-25
1191,Bachelors,2018,Bangalore,3,25,Male,3,1,44136,Sales,26-35
1192,Bachelors,2017,New Delhi,2,25,Male,3,0,65104,HR,26-35
1193,Bachelors,2014,Pune,3,24,Female,2,1,42488,Sales,18-25
1194,Bachelors,2012,New Delhi,3,26,Female,4,0,44408,Sales,26-35
1195,Bachelors,2014,Pune,3,26,Male,4,0,40615,Sales,26-35
1196,Bachelors,2014,Bangalore,3,28,Male,4,0,45242,Sales,26-35
1197,Bachelors,2018,Bangalore,3,26,Male,4,1,40660,Sales,26-35
1198,Bachelors,2013,Pune,2,26,Male,4,0,65977,HR,26-35
1199,Bachelors,2013,Pune,2,25,Female,3,1,63567,HR,26-35
1200,Bachelors,2018,Pune,3,25,Male,3,1,43127,Sales,26-35
1201,Bachelors,2013,Bangalore,3,25,Female,3,0,49579,Sales,26-35
1202,Bachelors,2014,Bangalore,3,28,Male,4,0,42548,Sales,26-35
1203,Masters,2017,New Delhi,3,24,Female,2,0,56001,Sales,18-25
1204,Masters,2017,Pune,2,27,Female,5,0,71286,HR,26-35
1205,Bachelors,2012,Bangalore,3,24,Male,2,0,41245,Sales,18-25
1206,Bachelors,2017,Pune,3,27,Female,5,1,49528,Sales,26-35
1207,Masters,2017,New Delhi,2,28,Male,4,0,72846,HR,26-35
1208,Bachelors,2017,New Delhi,2,25,Male,3,0,61389,HR,26-35
1209,Bachelors,2017,Pune,3,25,Male,3,1,47371,Sales,26-35
1210,Masters,2017,Pune,2,24,Female,2,1,76682,HR,18-25
1211,Bachelors,2013,Pune,3,27,Male,5,1,46480,Sales,26-35
1212,Bachelors,2016,Bangalore,3,26,Female,4,1,46189,Sales,26-35
1213,Bachelors,2015,Pune,2,27,Female,5,1,63548,HR,26-35
1214,Bachelors,2014,Bangalore,3,27,Male,5,1,41704,Sales,26-35
1215,Bachelors,2012,Bangalore,3,26,Male,4,0,41605,Sales,26-35
1216,Bachelors,2016,Pune,2,27,Female,5,1,64821,HR,26-35
1217,Masters,2017,Bangalore,2,28,Male,2,0,78258,HR,26-35
1218,Masters,2017,New Delhi,3,24,Female,2,1,58546,Sales,18-25
1219,Bachelors,2017,Pune,3,24,Male,2,0,40310,Sales,18-25
1220,Bachelors,2018,Bangalore,3,24,Male,2,1,43933,Sales,18-25
1221,Masters,2017,New Delhi,2,28,Male,3,0,77436,HR,26-35
1222,Bachelors,2015,Bangalore,3,26,Female,4,0,46244,Sales,26-35
1223,Bachelors,2018,Pune,3,26,Female,4,1,46874,Sales,26-35
1224,Bachelors,2013,Bangalore,3,25,Male,3,0,49469,Sales,26-35
1225,Bachelors,2016,Bangalore,3,26,Male,4,0,47613,Sales,26-35
1226,Masters,2018,Pune,3,28,Male,2,1,52524,Sales,26-35
1227,Bachelors,2016,Bangalore,3,26,Male,4,0,41165,Sales,26-35
1228,Bachelors,2017,Bangalore,3,27,Male,5,0,44768,Sales,26-35
1229,Bachelors,2012,Bangalore,3,27,Female,5,0,42384,Sales,26-35
1230,Phd,2016,New Delhi,3,27,Male,5,0,61289,Sales,26-35
1231,Bachelors,2017,New Delhi,2,25,Male,3,0,63296,HR,26-35
1232,Bachelors,2015,New Delhi,3,28,Female,2,0,43189,Sales,26-35
1233,Bachelors,2013,Pune,2,26,Female,4,1,65640,HR,26-35
1234,Bachelors,2017,Bangalore,3,27,Female,5,0,40296,Sales,26-35
1235,Bachelors,2015,Pune,2,24,Female,2,1,66908,HR,18-25
1236,Bachelors,2017,Bangalore,3,27,Female,5,0,45629,Sales,26-35
1237,Bachelors,2016,Bangalore,3,25,Male,3,1,40246,Sales,26-35
1238,Bachelors,2018,Bangalore,3,26,Male,4,1,48310,Sales,26-35
1239,Bachelors,2015,Bangalore,3,27,Male,5,0,43753,Sales,26-35
1240,Bachelors,2014,Pune,3,24,Male,2,0,45502,Sales,18-25
1241,Bachelors,2012,Bangalore,3,27,Male,5,0,46549,Sales,26-35
1242,Bachelors,2013,Pune,3,27,Male,5,0,45675,Sales,26-35
1243,Bachelors,2015,Bangalore,1,25,Male,3,0,90570,IT,26-35
1244,Masters,2017,New Delhi,2,25,Female,3,0,75008,HR,26-35
1245,Phd,2015,Pune,3,28,Male,0,0,66566,Sales,26-35
1246,Bachelors,2015,Bangalore,3,28,Male,3,0,46408,Sales,26-35
1247,Bachelors,2016,Bangalore,3,28,Male,5,0,49542,Sales,26-35
1248,Phd,2013,New Delhi,3,24,Male,2,0,64539,Sales,18-25
1249,Bachelors,2014,Bangalore,3,26,Male,4,0,41200,Sales,26-35
1250,Bachelors,2015,Pune,2,26,Female,4,1,67528,HR,26-35
1251,Bachelors,2017,Bangalore,3,27,Male,5,0,49090,Sales,26-35
1252,Bachelors,2014,New Delhi,3,26,Male,4,0,49776,Sales,26-35
1253,Masters,2013,Bangalore,3,27,Male,5,1,53952,Sales,26-35
1254,Bachelors,2016,Pune,3,24,Male,2,0,43557,Sales,18-25
1255,Bachelors,2016,Bangalore,3,26,Male,4,0,42506,Sales,26-35
1256,Bachelors,2013,Pune,2,28,Female,2,1,67041,HR,26-35
1257,Masters,2017,Bangalore,2,24,Male,2,1,71794,HR,18-25
1258,Masters,2017,New Delhi,2,24,Male,2,1,77680,HR,18-25
1259,Masters,2015,Pune,2,24,Female,2,1,71598,HR,18-25
1260,Bachelors,2014,Pune,3,26,Male,4,0,47059,Sales,26-35
1261,Bachelors,2016,Pune,2,27,Female,5,1,69192,HR,26-35
1262,Bachelors,2017,Bangalore,3,25,Male,3,0,40078,Sales,26-35
1263,Masters,2017,New Delhi,2,26,Female,4,0,75254,HR,26-35
1264,Bachelors,2016,Bangalore,1,25,Female,3,0,91168,IT,26-35
1265,Phd,2014,Bangalore,1,25,Female,3,0,124719,IT,26-35
1266,Bachelors,2013,Bangalore,3,25,Female,3,0,41366,Sales,26-35
1267,Bachelors,2014,New Delhi,3,24,Male,2,0,46279,Sales,18-25
1268,Bachelors,2015,Pune,2,28,Female,2,1,68085,HR,26-35
1269,Bachelors,2014,New Delhi,3,28,Male,5,0,43578,Sales,26-35
1270,Bachelors,2015,Bangalore,3,26,Male,4,0,45970,Sales,26-35
1271,Bachelors,2014,Bangalore,3,25,Male,3,0,47416,Sales,26-35
1272,Bachelors,2018,Pune,3,26,Male,4,1,48005,Sales,26-35
1273,Masters,2015,Pune,2,28,Female,2,0,74608,HR,26-35
1274,Masters,2013,New Delhi,3,28,Male,2,1,50571,Sales,26-35
1275,Bachelors,2014,Bangalore,3,25,Male,3,0,40514,Sales,26-35
1276,Masters,2015,New Delhi,2,26,Female,4,0,78418,HR,26-35
1277,Bachelors,2016,New Delhi,3,27,Male,5,0,45425,Sales,26-35
1278,Bachelors,2014,Bangalore,3,24,Female,2,0,43434,Sales,18-25
1279,Masters,2017,Pune,3,24,Female,2,0,53980,Sales,18-25
1280,Bachelors,2014,Pune,3,25,Female,3,1,41428,Sales,26-35
1281,Bachelors,2015,Pune,3,27,Female,5,1,47027,Sales,26-35
1282,Bachelors,2017,New Delhi,2,28,Male,0,0,60625,HR,26-35
1283,Bachelors,2017,New Delhi,3,25,Female,3,0,49855,Sales,26-35
1284,Bachelors,2012,Pune,3,24,Male,2,1,42947,Sales,18-25
1285,Masters,2016,New Delhi,3,25,Male,3,1,50885,Sales,26-35
1286,Bachelors,2015,Pune,2,26,Female,4,1,61236,HR,26-35
1287,Masters,2014,New Delhi,3,27,Male,5,0,55137,Sales,26-35
1288,Bachelors,2015,Bangalore,3,24,Female,2,1,47897,Sales,18-25
1289,Bachelors,2014,New Delhi,3,25,Male,3,0,45434,Sales,26-35
1290,Bachelors,2017,Bangalore,3,24,Male,2,0,44144,Sales,18-25
1291,Bachelors,2017,New Delhi,3,24,Female,2,1,42985,Sales,18-25
1292,Bachelors,2012,Bangalore,3,28,Male,1,0,47271,Sales,26-35
1293,Bachelors,2014,Bangalore,1,26,Male,4,0,82411,IT,26-35
1294,Bachelors,2017,Bangalore,3,28,Male,3,0,45956,Sales,26-35
1295,Bachelors,2015,Pune,1,25,Female,3,1,96252,IT,26-35
1296,Bachelors,2015,Pune,2,24,Female,2,1,65963,HR,18-25
1297,Bachelors,2017,Pune,2,26,Male,4,0,61505,HR,26-35
1298,Bachelors,2015,Bangalore,3,28,Male,0,0,42324,Sales,26-35
1299,Bachelors,2016,Bangalore,3,28,Male,2,0,47087,Sales,26-35
1300,Bachelors,2013,Pune,3,28,Female,3,1,40647,Sales,26-35
1301,Bachelors,2017,Bangalore,3,27,Male,5,0,43365,Sales,26-35
1302,Masters,2015,New Delhi,3,25,Male,3,0,56034,Sales,26-35
1303,Bachelors,2012,New Delhi,3,28,Female,4,0,41774,Sales,26-35
1304,Bachelors,2012,Bangalore,3,26,Male,4,0,43317,Sales,26-35
1305,Bachelors,2012,Bangalore,3,25,Male,3,0,46852,Sales,26-35
1306,Masters,2017,New Delhi,3,25,Male,3,1,54998,Sales,26-35
1307,Bachelors,2017,Bangalore,3,25,Male,3,0,48663,Sales,26-35
1308,Bachelors,2012,Bangalore,3,26,Female,4,0,41897,Sales,26-35
1309,Bachelors,2017,Bangalore,3,26,Female,4,0,49900,Sales,26-35
1310,Masters,2017,New Delhi,2,25,Male,3,1,79044,HR,26-35
1311,Bachelors,2015,Bangalore,3,25,Male,3,0,41050,Sales,26-35
1312,Bachelors,2013,Bangalore,3,26,Female,4,0,42833,Sales,26-35
1313,Bachelors,2017,Pune,3,25,Female,3,1,47902,Sales,26-35
1314,Bachelors,2014,New Delhi,3,28,Female,2,0,46285,Sales,26-35
1315,Bachelors,2016,Bangalore,3,27,Female,5,0,41422,Sales,26-35
1316,Bachelors,2018,Bangalore,3,25,Male,3,1,43919,Sales,26-35
1317,Bachelors,2012,Bangalore,3,27,Female,5,0,48754,Sales,26-35
1318,Bachelors,2017,New Delhi,3,27,Female,5,0,45292,Sales,26-35
1319,Bachelors,2016,Bangalore,2,25,Male,3,1,60866,HR,26-35
1320,Bachelors,2016,Bangalore,3,28,Female,4,0,44008,Sales,26-35
1321,Bachelors,2017,New Delhi,2,27,Male,5,0,63604,HR,26-35
1322,Bachelors,2016,Bangalore,3,24,Female,2,0,40737,Sales,18-25
1323,Bachelors,2013,Bangalore,3,25,Male,3,0,43477,Sales,26-35
1324,Bachelors,2017,New Delhi,2,25,Female,3,0,61864,HR,26-35
1325,Bachelors,2015,Pune,3,24,Male,2,0,47538,Sales,18-25
1326,Bachelors,2012,New Delhi,3,25,Female,3,0,47833,Sales,26-35
1327,Phd,2017,New Delhi,3,27,Female,5,0,63031,Sales,26-35
1328,Bachelors,2014,Bangalore,3,25,Female,3,1,45634,Sales,26-35
1329,Masters,2017,Bangalore,3,28,Male,2,0,51267,Sales,26-35
1330,Bachelors,2016,Pune,3,25,Male,3,0,44609,Sales,26-35
1331,Bachelors,2014,Bangalore,3,25,Male,3,0,49805,Sales,26-35
1332,Bachelors,2012,New Delhi,3,27,Male,5,0,42934,Sales,26-35
1333,Bachelors,2012,Pune,3,25,Female,3,1,47958,Sales,26-35
1334,Masters,2015,New Delhi,3,27,Female,5,0,51810,Sales,26-35
1335,Bachelors,2014,Bangalore,3,24,Male,2,0,42598,Sales,18-25
1336,Bachelors,2015,Pune,2,27,Female,5,1,66224,HR,26-35
1337,Bachelors,2014,Bangalore,3,25,Male,3,1,49824,Sales,26-35
1338,Bachelors,2015,Bangalore,3,25,Male,3,0,45857,Sales,26-35
1339,Bachelors,2018,New Delhi,3,26,Female,4,1,41544,Sales,26-35
1340,Bachelors,2017,Pune,2,26,Female,4,1,62811,HR,26-35
1341,Bachelors,2014,Pune,2,24,Female,2,1,66250,HR,18-25
1342,Bachelors,2013,Bangalore,3,27,Male,5,0,49680,Sales,26-35
1343,Bachelors,2017,New Delhi,2,27,Male,5,0,66547,HR,26-35
1344,Phd,2012,New Delhi,3,28,Female,1,0,67136,Sales,26-35
1345,Masters,2012,New Delhi,3,26,Female,4,1,53017,Sales,26-35
1346,Bachelors,2014,Bangalore,3,27,Male,5,0,40330,Sales,26-35
1347,Bachelors,2013,Bangalore,3,28,Female,0,1,41297,Sales,26-35
1348,Bachelors,2014,Pune,3,26,Male,4,0,48956,Sales,26-35
1349,Bachelors,2016,Pune,2,24,Female,2,1,60414,HR,18-25
1350,Bachelors,2015,Bangalore,1,24,Female,2,1,88435,IT,18-25
1351,Bachelors,2012,Bangalore,3,26,Female,4,0,46545,Sales,26-35
1352,Masters,2014,Pune,3,27,Male,5,0,52340,Sales,26-35
1353,Masters,2017,New Delhi,2,27,Male,5,1,79315,HR,26-35
1354,Masters,2017,New Delhi,1,25,Female,3,0,110215,IT,26-35
1355,Masters,2012,Pune,3,28,Male,0,1,51003,Sales,26-35
1356,Masters,2012,New Delhi,3,28,Male,2,1,50076,Sales,26-35
1357,Masters,2013,New Delhi,2,24,Male,2,1,73488,HR,18-25
1358,Bachelors,2015,Pune,3,25,Female,3,1,48098,Sales,26-35
1359,Masters,2017,New Delhi,3,28,Male,5,0,55305,Sales,26-35
1360,Bachelors,2013,Bangalore,3,24,Male,2,0,47794,Sales,18-25
1361,Masters,2015,Bangalore,3,28,Male,1,1,50213,Sales,26-35
1362,Bachelors,2018,Bangalore,3,27,Female,5,1,48941,Sales,26-35
1363,Bachelors,2015,Bangalore,3,24,Male,2,1,40407,Sales,18-25
1364,Bachelors,2014,Pune,3,26,Male,4,0,41581,Sales,26-35
1365,Bachelors,2013,New Delhi,3,25,Female,3,0,47888,Sales,26-35
1366,Bachelors,2013,Bangalore,3,26,Male,4,0,44174,Sales,26-35
1367,Bachelors,2018,New Delhi,3,28,Female,0,1,44717,Sales,26-35
1368,Bachelors,2013,Bangalore,3,25,Female,3,0,48602,Sales,26-35
1369,Phd,2012,Pune,3,27,Male,5,0,69633,Sales,26-35
1370,Bachelors,2013,Bangalore,3,24,Male,2,0,47126,Sales,18-25
1371,Bachelors,2013,Bangalore,3,28,Female,3,0,48492,Sales,26-35
1372,Bachelors,2015,Pune,3,24,Male,2,0,49364,Sales,18-25
1373,Bachelors,2013,Pune,3,27,Male,5,0,45418,Sales,26-35
1374,Bachelors,2012,New Delhi,3,27,Male,5,0,46639,Sales,26-35
1375,Bachelors,2018,Bangalore,3,26,Female,4,1,40509,Sales,26-35
1376,Bachelors,2013,Bangalore,3,26,Male,4,0,44795,Sales,26-35
1377,Bachelors,2015,Pune,2,24,Female,2,1,66373,HR,18-25
1378,Bachelors,2016,Bangalore,3,24,Male,2,0,48314,Sales,18-25
1379,Phd,2018,Bangalore,3,27,Female,5,1,67322,Sales,26-35
1380,Bachelors,2015,Bangalore,3,26,Male,4,0,40701,Sales,26-35
1381,Bachelors,2015,New Delhi,1,26,Female,4,1,81029,IT,26-35
1382,Bachelors,2015,Pune,2,24,Female,2,1,68262,HR,18-25
1383,Bachelors,2013,Pune,3,27,Male,5,0,41826,Sales,26-35
1384,Phd,2016,New Delhi,3,24,Female,2,0,69518,Sales,18-25
1385,Bachelors,2013,Bangalore,3,26,Male,4,0,48529,Sales,26-35
1386,Bachelors,2015,Bangalore,3,28,Male,5,0,48227,Sales,26-35
1387,Bachelors,2015,Bangalore,3,26,Female,4,0,40661,Sales,26-35
1388,Bachelors,2016,Bangalore,3,27,Female,5,0,41461,Sales,26-35
1389,Bachelors,2017,Pune,3,25,Female,3,1,40462,Sales,26-35
1390,Masters,2017,New Delhi,2,26,Male,4,1,78604,HR,26-35
1391,Bachelors,2012,Bangalore,3,27,Male,5,0,49853,Sales,26-35
1392,Bachelors,2014,Bangalore,3,26,Female,4,1,49505,Sales,26-35
1393,Bachelors,2015,Pune,2,25,Female,3,1,69323,HR,26-35
1394,Bachelors,2013,Bangalore,3,26,Male,4,0,43124,Sales,26-35
1395,Bachelors,2017,Pune,2,28,Male,1,1,60973,HR,26-35
1396,Bachelors,2014,Bangalore,3,25,Male,3,0,41806,Sales,26-35
1397,Bachelors,2013,Bangalore,3,27,Male,5,0,47421,Sales,26-35
1398,Phd,2013,Bangalore,3,26,Male,4,0,66382,Sales,26-35
1399,Bachelors,2013,New Delhi,3,25,Female,3,1,48152,Sales,26-35
1400,Bachelors,2017,Bangalore,1,28,Female,3,0,94612,IT,26-35
1401,Bachelors,2014,Bangalore,3,26,Male,4,0,40864,Sales,26-35
1402,Bachelors,2015,New Delhi,3,27,Male,5,0,42855,Sales,26-35
1403,Masters,2013,Pune,2,28,Male,2,1,77890,HR,26-35
1404,Bachelors,2013,New Delhi,3,25,Female,3,1,44551,Sales,26-35
1405,Masters,2017,New Delhi,2,26,Male,4,0,76368,HR,26-35
1406,Masters,2016,New Delhi,3,25,Male,3,0,56962,Sales,26-35
1407,Bachelors,2017,Bangalore,3,28,Female,5,0,44063,Sales,26-35
1408,Masters,2017,New Delhi,2,28,Female,2,0,73194,HR,26-35
1409,Bachelors,2012,Bangalore,1,27,Male,5,1,80413,IT,26-35
1410,Bachelors,2018,Bangalore,3,27,Male,5,1,40090,Sales,26-35
1411,Bachelors,2016,Bangalore,3,24,Female,2,0,46816,Sales,18-25
1412,Bachelors,2017,Pune,3,26,Male,4,0,42820,Sales,26-35
1413,Bachelors,2017,New Delhi,3,25,Female,3,0,48544,Sales,26-35
1414,Bachelors,2015,Pune,3,28,Female,5,1,45262,Sales,26-35
1415,Bachelors,2015,Bangalore,3,26,Male,4,1,47521,Sales,26-35
1416,Masters,2015,Pune,2,26,Female,4,1,75213,HR,26-35
1417,Masters,2015,Pune,3,25,Male,3,1,55913,Sales,26-35
1418,Bachelors,2016,Pune,3,27,Female,5,1,48396,Sales,26-35
1419,Bachelors,2013,Bangalore,3,25,Male,3,0,41526,Sales,26-35
1420,Bachelors,2018,Pune,3,26,Male,4,1,46646,Sales,26-35
1421,Bachelors,2014,Bangalore,3,27,Female,5,0,43212,Sales,26-35
1422,Bachelors,2017,Bangalore,1,25,Male,3,0,81414,IT,26-35
1423,Bachelors,2015,New Delhi,3,26,Male,4,0,40918,Sales,26-35
1424,Bachelors,2015,Pune,3,24,Female,2,1,48574,Sales,18-25
1425,Bachelors,2015,Bangalore,3,28,Male,2,0,47215,Sales,26-35
1426,Bachelors,2014,Pune,2,26,Female,4,1,64898,HR,26-35
1427,Bachelors,2017,Bangalore,3,27,Male,5,1,40200,Sales,26-35
1428,Bachelors,2014,Bangalore,3,26,Male,4,0,48145,Sales,26-35
1429,Bachelors,2018,New Delhi,3,28,Female,5,1,41803,Sales,26-35
1430,Bachelors,2015,Bangalore,3,28,Male,0,1,46479,Sales,26-35
1431,Bachelors,2016,New Delhi,3,28,Female,3,0,48124,Sales,26-35
1432,Bachelors,2017,Bangalore,3,25,Male,3,0,46423,Sales,26-35
1433,Bachelors,2015,Pune,3,24,Female,2,1,49972,Sales,18-25
1434,Masters,2018,New Delhi,3,28,Male,2,1,57840,Sales,26-35
1435,Bachelors,2015,Bangalore,3,27,Female,5,0,42274,Sales,26-35
1436,Bachelors,2017,Bangalore,3,24,Male,2,1,46436,Sales,18-25
1437,Bachelors,2017,New Delhi,2,28,Female,0,0,63523,HR,26-35
1438,Bachelors,2015,Bangalore,3,25,Male,3,0,47782,Sales,26-35
1439,Bachelors,2012,Bangalore,3,28,Male,2,0,42699,Sales,26-35
1440,Bachelors,2013,Bangalore,3,26,Male,4,0,41716,Sales,26-35
1441,Bachelors,2016,Bangalore,1,24,Male,2,0,98741,IT,18-25
1442,Bachelors,2016,Pune,3,27,Male,5,0,42469,Sales,26-35
1443,Bachelors,2013,Pune,3,24,Male,2,0,42774,Sales,18-25
1444,Masters,2017,Pune,2,26,Female,4,1,76128,HR,26-35
1445,Bachelors,2017,New Delhi,3,26,Male,4,0,40286,Sales,26-35
1446,Bachelors,2018,Pune,3,25,Female,3,1,47415,Sales,26-35
1447,Bachelors,2018,Bangalore,3,24,Male,2,1,47104,Sales,18-25
1448,Bachelors,2015,Pune,3,24,Male,2,0,44576,Sales,18-25
1449,Bachelors,2013,Bangalore,3,24,Female,2,1,44928,Sales,18-25
1450,Bachelors,2013,Pune,2,28,Male,0,1,61712,HR,26-35
1451,Bachelors,2018,Bangalore,3,24,Male,2,1,43472,Sales,18-25
1452,Bachelors,2014,Bangalore,3,24,Male,2,0,41538,Sales,18-25
1453,Bachelors,2016,Bangalore,3,28,Female,5,0,43565,Sales,26-35
1454,Bachelors,2014,Bangalore,3,25,Male,3,0,40666,Sales,26-35
1455,Bachelors,2014,Bangalore,3,26,Female,4,0,43880,Sales,26-35
1456,Masters,2017,Bangalore,2,28,Male,2,0,76904,HR,26-35
1457,Bachelors,2012,Bangalore,3,27,Male,5,0,43569,Sales,26-35
1458,Bachelors,2016,Bangalore,3,27,Female,5,0,48244,Sales,26-35
1459,Masters,2018,Bangalore,3,28,Male,2,1,56524,Sales,26-35
1460,Bachelors,2017,Bangalore,3,24,Male,2,0,49376,Sales,18-25
1461,Bachelors,2012,Pune,3,24,Male,2,0,49536,Sales,18-25
1462,Bachelors,2016,New Delhi,3,28,Male,0,0,45242,Sales,26-35
1463,Bachelors,2012,Bangalore,3,27,Male,5,0,40200,Sales,26-35
1464,Bachelors,2014,Bangalore,3,27,Male,5,0,40827,Sales,26-35
1465,Bachelors,2017,Bangalore,3,24,Male,2,1,46573,Sales,18-25
1466,Bachelors,2012,Bangalore,1,27,Male,5,0,88430,IT,26-35
1467,Bachelors,2017,Bangalore,3,28,Female,5,0,44547,Sales,26-35
1468,Bachelors,2014,Pune,3,25,Male,3,0,44666,Sales,26-35
1469,Bachelors,2015,Pune,3,25,Male,3,0,46189,Sales,26-35
1470,Bachelors,2017,Pune,2,28,Male,0,1,60472,HR,26-35
1471,Bachelors,2015,Pune,2,26,Female,4,1,65808,HR,26-35
1472,Bachelors,2015,Pune,2,27,Female,5,1,67030,HR,26-35
1473,Bachelors,2015,Pune,3,26,Female,4,1,48627,Sales,26-35
1474,Bachelors,2015,Bangalore,2,28,Female,3,1,64569,HR,26-35
1475,Bachelors,2012,Pune,3,25,Male,3,0,46120,Sales,26-35
1476,Bachelors,2013,Bangalore,3,25,Male,3,1,49467,Sales,26-35
1477,Bachelors,2016,New Delhi,3,26,Male,4,0,47155,Sales,26-35
1478,Phd,2018,New Delhi,3,24,Female,2,1,60544,Sales,18-25
1479,Bachelors,2014,Bangalore,3,27,Female,5,0,40221,Sales,26-35
1480,Masters,2017,New Delhi,2,26,Male,4,1,76465,HR,26-35
1481,Bachelors,2015,Pune,2,27,Female,5,1,68753,HR,26-35
1482,Bachelors,2014,Bangalore,3,24,Male,2,0,45006,Sales,18-25
1483,Masters,2017,Pune,2,25,Female,3,0,79176,HR,26-35
1484,Bachelors,2017,New Delhi,3,28,Female,2,0,43472,Sales,26-35
1485,Bachelors,2014,Bangalore,3,27,Male,5,0,49155,Sales,26-35
1486,Bachelors,2012,Bangalore,3,24,Male,2,0,43581,Sales,18-25
1487,Bachelors,2018,Pune,3,24,Male,2,1,41700,Sales,18-25
1488,Bachelors,2015,Bangalore,3,27,Female,5,1,44570,Sales,26-35
1489,Bachelors,2015,New Delhi,3,28,Female,3,0,46622,Sales,26-35
1490,Bachelors,2015,Pune,3,27,Female,5,1,47796,Sales,26-35
1491,Bachelors,2015,Bangalore,3,28,Male,5,0,42295,Sales,26-35
1492,Bachelors,2015,New Delhi,2,27,Female,5,1,66103,HR,26-35
1493,Bachelors,2016,Bangalore,3,27,Male,5,0,41288,Sales,26-35
1494,Masters,2017,New Delhi,3,27,Female,5,1,59810,Sales,26-35
1495,Bachelors,2017,Pune,2,26,Female,4,1,66639,HR,26-35
1496,Bachelors,2015,Pune,3,27,Female,5,1,42861,Sales,26-35
1497,Bachelors,2018,Pune,3,27,Female,5,1,43650,Sales,26-35
1498,Bachelors,2012,Bangalore,3,25,Male,3,0,42712,Sales,26-35
1499,Bachelors,2017,Bangalore,3,25,Male,3,0,40118,Sales,26-35
1500,Phd,2013,New Delhi,3,27,Female,5,1,67490,Sales,26-35
